Identificador,Proceso,Nombre,Descripcion,Tipo de Activo,Categoria,Idioma,Origen,Soporte y medio de registro,Informacion disponible,Información publicada,Custodio,Estado,¿Contiene informacion personal?
SCPT-003,"Secretaría de Cultura , Patrimonio y Turismo",Impresora KYOCERA Ecosys m3040idn,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-004,"Secretaría de Cultura , Patrimonio y Turismo",BROTHER DCP-T720DW,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-005,"Secretaría de Cultura , Patrimonio y Turismo",CPU JANUS,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-006,"Secretaría de Cultura , Patrimonio y Turismo",EPSON L3210,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-007,"Secretaría de Cultura , Patrimonio y Turismo",MONITOR JANUS 1913LE,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-008,"Secretaría de Cultura , Patrimonio y Turismo",MOUSE GENIUS,dispotivo hardware usado como complemento de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-009,"Secretaría de Cultura , Patrimonio y Turismo",TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-010,"Secretaría de Cultura , Patrimonio y Turismo",MONITOR COMPAQ W185Q,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-011,"Secretaría de Cultura , Patrimonio y Turismo",CPU JANUS,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-012,"Secretaría de Cultura , Patrimonio y Turismo",MOUSE GENIUS,dispotivo hardware usado como complemento de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-013,"Secretaría de Cultura , Patrimonio y Turismo",TECLADO UNITEC,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-014,"Secretaría de Cultura , Patrimonio y Turismo",MONITOR JANUS 1913LE,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-015,"Secretaría de Cultura , Patrimonio y Turismo",CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-016,"Secretaría de Cultura , Patrimonio y Turismo",TECLADO,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-017,"Secretaría de Cultura , Patrimonio y Turismo",MONITOR HP V202,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-018,"Secretaría de Cultura , Patrimonio y Turismo",CPU THERMALTAKE GAMER,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-019,"Secretaría de Cultura , Patrimonio y Turismo",MOUSE GENIUS,dispotivo hardware usado como complemento de la cpu,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-020,"Secretaría de Cultura , Patrimonio y Turismo",MONITOR SAMSUNG,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,Primario,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-021,"Secretaría de Cultura , Patrimonio y Turismo",CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-022,"Secretaría de Cultura , Patrimonio y Turismo",TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-023,"Secretaría de Cultura , Patrimonio y Turismo",Jefe de secretaría,Coordinar y ejecutar las actividades de la secretaría de cultura,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-024,"Secretaría de Cultura , Patrimonio y Turismo",Profesional especialista en administracion deportiva,Apoyar en la coordinacion de escuales deportes,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-025,"Secretaría de Cultura , Patrimonio y Turismo",Profesional especialista en alta gerencia,Apoyar la coordinacion de cultura del municipio,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-026,"Secretaría de Cultura , Patrimonio y Turismo",ingeniero Quimico,Apoyar en coordinacion de los emprendimientos,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-027,"Secretaría de Cultura , Patrimonio y Turismo",Tecnica en turismo,Apoyar la coordinacion del turismo del municipio,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-028,"Secretaría de Cultura , Patrimonio y Turismo",Tecnica administrativa,"Fomrulacion de proyectos, estudiosm previos y presupuesto",Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-029,"Secretaría de Cultura , Patrimonio y Turismo",Tecnica administrativa,Apoyo en todas las actividades de la oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-030,"Secretaría de Cultura , Patrimonio y Turismo",Tecnica administrativa,Apoyo en todas las actividades de la oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,"Secretario de Cultura , Patrimonio y Turismo",Activo,No Aplica
SCPT-031,"Secretaría de Cultura , Patrimonio y Turismo",Oficios,Documento de solicitud de Datos /Información y/o respuesta a solicitudes de la secretaría de cultura,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,"Secretario de Cultura , Patrimonio y Turismo",Activo,SI
SCPT-032,"Secretaría de Cultura , Patrimonio y Turismo",Radicados,Documentos radicados en la dependencia,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,"Secretario de Cultura , Patrimonio y Turismo",Activo,SI
SCPT-033,"Secretaría de Cultura , Patrimonio y Turismo",Resoluciones,"Documentos generados por la entidad, responsabilidad del área",Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,Publicada (Externo - Internet),"Secretario de Cultura , Patrimonio y Turismo",Activo,SI
SCPT-034,"Secretaría de Cultura , Patrimonio y Turismo",Politica publica de turismo,Documento macro para la gestion de turismo,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,"Secretario de Cultura , Patrimonio y Turismo",Activo,SI
SIPMV-001,Secretaría de infraestructura publica movilidad y valorización,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
SIPMV-002,Secretaría de infraestructura publica movilidad y valorización,Monitor HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
SIPMV-003,Secretaría de infraestructura publica movilidad y valorización,Teclado,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
SIPMV-004,Secretaría de infraestructura publica movilidad y valorización,Impresora EPSON 5290,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
SIPMV-005,Secretaría de infraestructura publica movilidad y valorización,HP ALL IN ONE,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
SIPMV-006,Secretaría de infraestructura publica movilidad y valorización,Teclado,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
SIPMV-007,Secretaría de infraestructura publica movilidad y valorización,Monitor HP,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
SIPMV-008,Secretaría de infraestructura publica movilidad y valorización,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Secretaria de infraestructura publica movilidad y valorización,Activo,No Aplica
